_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
74,Roads and bridges,Infrastructure,Greater Sudbury,Culvert Replacement,Complete,March 2019,Replace the culvert at Nickel Basin Road.,,Sudbury,Northeast,1830 Nickel Basin Road,P0M 1L0,,"$149,144",Yes,Yes,Yes,,,46.583389,-81.199818
75,Roads and bridges,Infrastructure,Greater Sudbury,MR55 - Culvert Replacement,Complete,September 2018,Replace the culvert at MR55.,,Sudbury,Northeast,Municipal Road 55,,,"$848,374",Yes,Yes,Yes,,,46.376833,-81.329639
76,Roads and bridges,Infrastructure,Greater Sudbury,Culvert Replacement,Complete,November 2018,Replace the culvert at Tilton Lake Road.,,Sudbury,Northeast,6648 Tilton Lake Road,P36 1L5,,"$124,529",Yes,Yes,Yes,,,46.378849,-81.045057
77,Roads and bridges,Infrastructure,Halton Hills,Improvements to Glen Lawson Road and Third Line,Planning,March 2025,"The Project is for the upgrade of approximately 1.5 kilometres of Glen Lawson Road, from Fourth Line to Churchill Road South/Third Line, and Churchill Road South/Third Line, from Glen Lawson Road to Rachlin Drive in Halton Hills. The work includes adjusting the grade and retaining wall to correct a blind corner, enhancing signage, upgrading the guiderail system, adding a bike lane and paving the roads.",,Halton,Central,1 Halton Hills Drive,L7G5G2,,0,Yes,Yes,Yes,,,43.629582,-80.010518
78,Roads and bridges,Infrastructure,Hanover,Construction of a Roundabout at the Intersection of Grey County Roads 3 and 4,Planning,July 2024,"The Project will construct a roundabout approximately 60 metres in diameter with four, 90-metre approaches at the intersection of Grey County Roads 3 and 4 in West Grey.  The roundabout will be one-lane from all directions.This Project will construct the roundabout, median islands on each approach, mountable and semi-mountable curbs, the installation of bike lanes, accessible pedestrian crossings, directional signage and lighting. Utility relocates will be required, and the subgrade for the roundabout and approaches will be upgraded and the road paved.  Landscaping will be installed in the centre of the roundabout, and open ditching will be created to direct drainage at the north of the intersection.  Costs related to land acquisition, installation of catchbasins and new storm sewer are ineligible for reimbursement.",,Grey,Southwest,595 9TH AVE E,N4K3E3,,0,Yes,Yes,Yes,,,44.157,-80.954
79,Roads and bridges,Infrastructure,Havelock-Belmont-Methuen,Removal of Keating Road Bridge,Complete,January 2018,Removal of the Keating Road Bridge.,Increased Traffic Safety,Peterborough,East,Keating Rd,,,"$210,643",Yes,Yes,,,,44.4907,-77.9003
80,Roads and bridges,Infrastructure,Hiawatha First Nation,Paudash Street Reconstruction,Under construction,2023,"The Project is for the rehabilitation of approximately 2 kilometres of Paudash Street, from Cowe Street to Lakeshore Road in Hiawatha, re-grading the gravel shoulders; improving drainage by replacing approximately 30 culverts underneath the road and installing a 200 meter perforated high-density sub- drain on the north side; and resurfacing the road with asphalt. A new approximately two-kilometre, multi-use pathway will also be constructed along the north side of the roadway, and approximately 40 street lights will be installed.","The upgrades will improve road safety for motorists, cyclists and pedestrians, and address drainage issues.",,East,431 Hiawatha Line,K9J0E6,,0,Yes,Yes,Yes,,,44.1789,-78.205084
81,Roads and bridges,Infrastructure,Highlands East,Replacement of the South Wilberforce Bridge,Complete,December 2022,"The Project is the replacement of the South Wilberforce Bridge, located on South Wilberforce Road approximately 500 metres east of County Road 648 in Highlands East.The work involves removing the existing single-lane structure and replacing it with a two-lane structure by constructing the required foundation, abutments and wing walls, and installing a superstructure and deck with appropriate barriers as well as approaches as required.",,Haliburton,East,PO Box 295,K0L3C0,,0,Yes,Yes,Yes,,,44.9956,-78.2205
82,Roads and bridges,Infrastructure,Hilliard,Veley Road Bridge #2 Replacement,Complete,May 2018,Replacement of the Veley Road Bridge #2.,Increased Traffic Safety,Timiskaming,Northeast,"Veley Rd, RR 3",P0J 1S0,,"$1,604,250",Yes,Yes,,,,47.725931,-79.666635
83,Roads and bridges,Infrastructure,Hornepayne,Refurbishment of the Hornepayne Airport Runway and Terminal,Under construction,2023,"The Project will refurbish the Hornepayne Airport runway and terminal in Hornepayne.The work will involve: rebuilding the subgrade and repaving the runway, apron and taxiway; replacing runway lighting with an LED system; installing a new fuel tank and pumping system; and repainting runway lines. Upgrades to the terminal building will include refurbishing electrical and technology systems, replacing the roof, doors and windows, and rehabilitating water lines.","This will improve the safety and reliability for passengers, reduce service interruptions and extend the runway's lifespan.",Algoma,Northeast,68 Front Street/Rue,P0M1Z0,,0,Yes,Yes,Yes,,,49.193055,-84.759444
84,Roads and bridges,Infrastructure,Horton,Rehabilitation and Reconstruction of Johnston Road,Complete,December 2018,Rehabilitation of Johnston Road.,Increased Traffic Safety,Renfrew,East,"Johnston Rd, RR 5",K7S 3V4,,"$636,365",Yes,Yes,,,,45.510723,-76.663596
85,Roads and bridges,Infrastructure,Howick,Salem Road Culvert Replacement,Complete,September 2017,Replacement of the Salem Road culvert.,Increased Traffic Safety,Huron,Southwest,Salem Road,N0G 2X0,,"$205,200",Yes,Yes,,,,43.920249,-81.0601
86,Roads and bridges,Infrastructure,Huron East,Replacement of the Kinburn Line T13 Bridge,Complete,October 2021,"The Project will replace the T13 Bridge on Kinburn Line with a wider, approximately 32.3-metre long structure in Huron East.The work involves dismantling the existing steel truss bridge and installing pre-cast, concrete girders with a wider deck to accommodate two standard lanes and side clearances.  Proper barriers including steel beam guide rails and an energy attenuator system will be installed, and both approaches expanded to match the widened structure.  Approximately 250 metres total of approach work will be completed to the north and south of the bridge on Kinburn Line as well the east and west abutting intersection of Front Road will be regraded and asphalt applied to match the elevation of the new structure.",,Huron,Southwest,72 Main Street South,N0K1W0,,0,Yes,Yes,Yes,,,43.565918,-81.472175
87,Roads and bridges,Infrastructure,Ignace,West Beach Drive Rehabilitation,Complete,December 2018,Rehabilitation of West Beach Drive.,Increased Traffic Safety,Kenora,Northwest,West Beach Drive,P0T 1T0,,"$912,510",Yes,Yes,,,,49.416477,-91.693505
88,Roads and bridges,Infrastructure,Jocelyn,10th Side Road Guard Rails Installation,Complete,October 2018,Installation of guard rails on 10th Side Road.,Increased Traffic Safety,Algoma,Northeast,10th Side Road / Hilton Rd,P0R 1G0,,"$99,000",Yes,Yes,,,,46.217341,-83.973841
89,Roads and bridges,Infrastructure,Johnson,Black Creek Bridge Replacement,Complete,August 2019,Replacement of Black Creek Bridge.,Increased traffic safety,Algoma,Northeast,Gordon Lake Road,P0R 1E0,,"$625,500",Yes,Yes,,,,46.36933,-83.861059
90,Roads and bridges,Infrastructure,Kapuskasing,Rehabilitation of Two Bridges on Kapuskasing River,Complete,September 2021,"The Project is for the rehabilitation of two bridges, the East and West Bridges, located on Government Road East on Highway 11 in Kapuskasing. The work will include repairing and sealing expansion joints, replacing bridge bearings, waterproofing the deck, fixing damaged and cracked concrete, coating the steel girders and replacing the sidewalks. In addition, approximately 350 metres of road before, between and after the bridges will be re-paved with new guiderails also installed along this stretch.",,Cochrane,Northeast,88 Riverside Dr,P5N1B3,,0,Yes,Yes,Yes,,,49.412545,-82.429498
91,Roads and bridges,Infrastructure,Kerns,Seymour Bridge Replacement,Complete,October 2018,Replacement of Seymour Bridge.,Increased traffic safety,Timiskaming,Northeast,905417 Highland Rd 1,P0J 1P0,,"$1,138,500",Yes,Yes,,,,47.595259,-79.815333
92,Roads and bridges,Infrastructure,Kiashke Zaaging Anishinaabek First Nation,Gull Bay Roads Rehabilitation,Planning,December 2024,"The project will rehabilitate approximately ten (10) kilometres of roads in the Gull Bay First Nation in Ontario; see attached map for project limits.The work involves: relocating the community’s entrance and exit to Highway 527; rebuilding the road base and widening certain sections; grading and brush clearing to improve sightlines; addressing drainage issues through ditching and the replacement of an estimated 43 culverts; installing street and traffic control signs (e.g., street, stop, yield and speed signs plus pedestrian warnings); and resurfacing Main Street and Streets A through M with Granular A along with calcium chloride for dust suppression.",,Thunder Bay,Northwest,General Delivery,P0T1P0,,0,Yes,Yes,Yes,,,49.79875,-89.11388
93,Roads and bridges,Infrastructure,Kingsville,Park Street Road Reconstruction,Complete,November 2018,Replacement of Park Street.,Increased traffic safety,Essex,Southwest,Park Street,N9Y IN5,,"$937,082",Yes,Yes,,,,42.028534,-82.736036
94,Roads and bridges,Infrastructure,Laird,Lapish Bridge Replacement,Complete,November 2018,Replacement of Lapish Bridge.,Increased traffic safety,Algoma,Northeast,Lapish Road,P0S 1C0,,"$1,080,000",Yes,Yes,,,,46.434165,-84.025714
95,Roads and bridges,Infrastructure,Laird,Lakeview Bridge Replacment,Complete,December 2022,"The Project will replace the Lakeview Bridge in Laird.The work will involve removing the current 23-metre, five-span bridge and constructing an approximately 30 metre, single span modular structure with safety guiderails for both approaches.Road realignment and shoulder work will be required as well as grubbing, base preparation and ditching for both approaches totalling approximately 55 metres.",,Algoma,Northeast,3 Pumpkin Point Road West/Ouest,P0S1C0,,0,Yes,Yes,Yes,,,46.425187,-84.088504
96,Roads and bridges,Infrastructure,Lakeshore,West River Street Corridor Project,Complete,August 2019,Rehabilitation of West River Street and intersection improvements at Notre Dame and West River Street.,Increased Traffic Safety,Essex,Southwest,West River Street,N0R 1A0,,"$485,037",Yes,Yes,,,,42.293343,-82.713641
97,Roads and bridges,Infrastructure,Lanark Highlands,Replacement of the Galbraith Bridge Superstructure,Complete,October 2018,Replacement of Galbraith Bridge.,Increased traffic safety,Lanark,East,,,,"$495,000",Yes,Yes,,,,45.181494,-76.373429
98,Roads and bridges,Infrastructure,Larder Lake,Larder Lake Road Reconstruction,Under construction,2023,"The Project will reconstruct approximately 1.7 kilometres of roadway in Larder Lake. The reconstruction will take place along Godfrey Street, from Highway 66 to Sixth Avenue, Commissioner Street, from Highway 66 to Ninth Avenue, Fourth Avenue from Godfrey Street to approximately 150 metres west of Ontario Street, and Ninth Avenue, from Commissioner Street to Ontario Street. The work involves rebuilding the granular base, replacing approximately 12 culverts and applying asphalt pavement."," The project will result in safer roads for drivers, cyclists and pedestrians, as well as improved and more reliable road infrastructure.",Timiskaming,Northeast,69 Fourth Avenue,P0K1L0,,0,Yes,Yes,Yes,,,48.098711,-79.713739
99,Roads and bridges,Infrastructure,Limerick,Steenburg Lake North Road Rehabilitation,Complete,November 2017,Rehabilitation of Steenburg Lake North Road.,Increased Traffic Safety,Hastings,East,Steenburg Lake North Road,,,"$1,524,874",Yes,Yes,,,,44.833877,-77.683547
100,Roads and bridges,Infrastructure,Limerick,Rehabilitation of St. Ola Road,Complete,October 2019,"Rehabilitation of St. Ola Road, from Highway 62 to east of Wadsworth Lake Lane.",Increased traffic safety,Hastings,East,,K0L 1W0,,"$1,895,940",Yes,Yes,,,,44.853016,-77.602433
101,Roads and bridges,Infrastructure,"Macdonald, Meredith and Aberdeen Add'l",Tuira Bridge Replacement,Complete,October 2019,Replacement of Tuira Bridge.,Increased traffic safety,Algoma,Northeast,,P0S 1C0,,"$594,000",Yes,Yes,,,,46.456242,-83.97607
102,Roads and bridges,Infrastructure,Machin,Reconstruction of Townline Road,Complete,September 2019,Reconstruction of Townline Road from Cascade Road to Evergreen Road.,Increased traffic safety,Kenora,Northwest,,,,"$1,020,170",Yes,Yes,,,,49.76765,-93.205397
103,Roads and bridges,Infrastructure,Madawaska Valley,Old Barry’s Bay Road Rehabilitation ,Complete,September 2018,"Rehabilitation of Old Barry’s Bay Road, from County Road 62 north for approximately 10 km.",Increased traffic safety,Renfrew,East,,,,"$1,706,056",Yes,Yes,,,,45.438257,-77.594966
104,Roads and bridges,Infrastructure,Madoc,Rehabilitation of Queensborough Road,Complete,September 2019,"Rehabilitation of Queensborough Road, from Cooper Road to the eastern municipal boundary.",Increased traffic safety,Hastings,East,,K0K 2K0,,"$1,900,000",Yes,Yes,,,,44.583214,-77.444717
105,Roads and bridges,Infrastructure,Malahide,Broadway Street Bridge,Complete,October 2017,Replacement of the Broadway Street Bridge.,Increased Traffic Safety,Elgin,Southwest,Broadway Street,,,"$410,000",Yes,Yes,,,,42.829072,-80.93271
106,Roads and bridges,Infrastructure,Mapleton,Sideroad 17 Bridge Replacement,Complete,November 2018,Bridge replacement on Sideroad 17.,Increased Traffic Safety,Wellington,Southwest,Sideroad 17,N0G 1P0,,"$1,268,561",Yes,Yes,,,,43.664856,-80.689265
107,Roads and bridges,Infrastructure,Markstay-Warren,Main Street Bridge Rehabilitation,Complete,December 2017,Rehabilitation of the Main Street Bridge.,Increased Traffic Safety,Sudbury,Northeast,Main St South,,,"$593,189",Yes,Yes,,,,46.456577,-80.415545
108,Roads and bridges,Infrastructure,Markstay-Warren,Road and Storm Sewer Improvements on Pioneer and Main,Complete,September 2019,"Reconstruction of Main Street between Hawthorne Street and Pioneer Street, and on Pioneer Street between Highway 17 and Millichamp Street, including road and storm sewer improvements.",Increased traffic safety,Sudbury,Northeast,,P0M 2G0,,"$1,900,000",Yes,Yes,,,,46.493614,-80.542521
