_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
88,Education,Education,Brampton,École élémentaire catholique Saint-Jean-Bosco,Complete,September 2016,New school built,New facility to accommodate 277 students in a growing community,Peel,Central,55 ABBOTSIDE WAY,L7C4C3,,"$5,832,652",,Yes,Yes,,,43.75088,-79.81759613
89,Education,Education,Brampton,Aylesbury Public Elementary School,Complete,September 2015,New school built,New facility to accommodate 850 students in a growing community,Peel,Central,25 AYLESBURY DR,L7A0V3,,"$13,071,870",,Yes,,Yes,,43.67808,-79.83205
90,Education,Education,Brampton,Castle Oaks Public Elementary School,Complete,November 2015,New school built,New facility to accommodate 850 students in a growing community,Peel,Central,155 CASTLE OAKS CROSS,L6P3V4,,"$12,604,671",,Yes,,Yes,,43.79457,-79.67124
91,Education,Education,Brampton,Churchville Public Elementary School,Complete,April 2015,New school built,New facility to accommodate 850 students in a growing community,Peel,Central,90 BONNIE BRAES DR,L6Y0Y3,,"$12,241,068",,Yes,,,,43.65640396,-79.78039807
92,Education,Education,Brampton,Countryside Village Public Elementary School,Complete,November 2016,New school built,New facility to accommodate 885 students in a growing community,Peel,Central,40 DOLBYHILL DR,L6R3V8,,"$15,939,061",,Yes,,,,43.7585,-79.78153
93,Education,Education,Brampton,McClure Public Elementary School,Complete,September 2016,New school built,New facility to accommodate 861 students in a growing community,Peel,Central,50 PARITY RD,L6X5M8,,"$13,368,879",,Yes,,,,43.67207556,-79.79286129
94,Education,Education,Brampton,Hickory Wood Public Elementary School,Complete,September 2016,Demolition,Full/Partial demolition of the existing facility,Peel,Central,630 RAY LAWSON BLVD,L6Y4W8,,"$167,586",,Yes,,,,43.64629,-79.74281
95,Education,Education,Brampton,Huttonville Public Elementary School,Complete,September 2017,New school built,New facility to accommodate 438 students in a growing community,Peel,Central,2322 EMBLETON RD,L6X0C9,,"$7,735,424",,Yes,,,,43.64129,-79.80945
96,Education,Education,Brampton,Jean Augustine Public Secondary School,Complete,September 2016,New school built,New facility to accommodate 1479 students in a growing community,Peel,Central,500 ELBERN MARKELL DR,L6X5L3,,"$38,370,118",,Yes,,Yes,,43.66761,-79.82633
97,Education,Education,Brampton,Springbrook Public Elementary School,Complete,September 2015,New school built,New facility to accommodate 804 students in a growing community,Peel,Central,145 JORDENSEN DR,L6X0S1,,"$14,590,451",,Yes,,,,43.66607,-79.79471
98,Education,Education,Brampton,Tribune Drive Public Elementary School,Complete,September 2016,New school built,New facility to accommodate 873 students in a growing community,Peel,Central,30 TRIBUNE DR,L7A0X5,,"$13,424,288",,Yes,,,,43.69093,-79.84006
99,Education,Education,Brampton,Esker Lake Public Elementary School,Complete,September 2019,Expansion of existing school,New classroom addition of 391 pupil places for a growing school,Peel,Central,10420 HEART LAKE RD,L6Z4S2,,"$6,518,943",,Yes,,,,43.73261,-79.77734
100,Education,Education,Brampton,St. Alphonsa Catholic Elementary School,Complete,September 2016,New school built,New facility to accommodate 553 students in a growing community,Peel,Central,60 OLIVIA MARIE RD,L6Y0M4,,"$5,695,685",,Yes,,Yes,,43.6352378,-79.77175929
101,Education,Education,Brampton,Private Buckam Singh Public Elementary School,Complete,February 2021,New school built,"New facility to accommodate 662 students in a growing community, including the construction of 73 child care spaces and of 1 EarlyON room",Peel,Central,100 MARTIN BYRNE DRIVE,L6P4C7,,"$16,113,986",,Yes,,,,43.81579192,-79.73033008
102,Education,Education,Brampton,Holy Name of Mary Catholic Secondary School,Complete,February 2021,Expansion of existing school,New classroom addition of 357 pupil places to accommodate students as a result of condition,Peel,Central,115 GLENVALE BLVD,L6S3J7,,"$11,009,943",,Yes,,,,43.7338,-79.71669
103,Education,Education,Brampton,Malala Yousafzai Public Elementary School,Under construction,September 2024,Construction of new school,"New facility to accommodate 850 students in a growing community, including the construction of 73 child care spaces",Peel,Central,565 REMEMBRANCE RD,L7A4L2,,"$29,121,459",,Yes,,Yes,,43.71520452,-79.83209443
104,Education,Education,Brampton,école secondaire publique Jeunes sans frontières,Complete,September 2023,Expansion of existing school,New classroom addition of 216 pupil places for a growing school,Peel,Central,7585 FINANCIAL DR,L6Y5P4,,"$6,186,324",,Yes,,,,43.62453268,-79.75810334
105,Education,Education,Brampton,école secondaire catholique Brampton,Planning,September 2027,Construction of new school,New facility to accommodate 410 students in a growing community,Peel,Central,TBD,TBD,,"$13,630,094",,Yes,,,,,
106,Education,Education,Brampton,Mount Pleasant 9 Public Elementary School,Under construction,September 2025,Construction of new school,"New facility to accommodate 850 students in a growing community, including the construction of 73 child care spaces",Peel,Central,CHINGUACOUSY RD / MAYFIELD RD,,,"$33,831,972",,Yes,,Yes,,43.714089,-79.84613
107,Education,Education,Brampton,St. Leonard Catholic Elemenary School,Under construction,September 2024,Expansion of existing school,New classroom addition of 92 pupil places for a growing school,Peel,Central,185 CONESTOGA DR,L6Z2Z7,,"$4,029,513",,Yes,,Yes,,43.72315,-79.79034
108,Education,Education,Brampton,Mount Pleasant Catholic Elementary School,Planning,September 2026,Construction of new school,"New facility to accommodate 435 students in a growing community, including the construction of 73 child care spaces",Peel,Central,ROBERT PARKINSON DR / SEINCLIFF RD,,,"$23,378,400",,Yes,,Yes,,43.69691558,-79.85199383
109,Education,Education,Brampton,St. Anne Catholic Elementary School,Under construction,September 2025,Construction of new school,New replacement facility to accommodate 504 students,Peel,Central,TBD,L6V1M5,,"$19,203,274",,Yes,,,,,
110,Education,Education,Brock,Beaverton Thorah Public Elementary School,Under construction,September 2024,Construction of new school,"New facility to accommodate 418 students as a result of a consolidation, including the construction of 49 child care spaces and of 1 EarlyON room",Durham,Central,270 KING ST,L0K1A0,,"$12,824,013",,Yes,,Yes,,44.43314,-79.15521
111,Education,Education,Brockton,Sacred Heart Catholic Secondary School,Complete,September 2016,Expansion of existing school,New classroom addition of 42 pupil places to accommodate students as a result of a consolidation,Bruce,Southwest,450 ROBINSON ST,N0G2V0,,0,,,,Yes,,44.12717,-81.14361
112,Education,Education,Brockville,Brockville Public Elementary School,Under construction,September 2024,Construction of new school,"New facility to accommodate 500 students as a result of a consolidation, including the construction of 64 child care spaces and of 3 EarlyOn rooms",Leeds and Grenville,East,556 KING ST W,,,"$26,433,090",,Yes,,Yes,,44.57683136,-75.70380399
113,Education,Education,Brockville,École élémentaire et secondaire catholique Ange-Gabriel,Complete,September 2015,Expansion of existing school,New classroom addition of 84 pupil places for a growing school,Leeds and Grenville,East,1515 KENSINGTON PKY,K6V6H9,,"$2,458,519",,Yes,,,,44.61169,-75.71819
114,Education,Education,Brockville,Westminster Public Elementary School,Complete,September 2023,Expansion of existing school,"New gymnasium addition to improve school condition, including 25 child care spaces",Leeds and Grenville,East,29 CENTRAL AVE W,K6V4N6,,"$5,344,728",,Yes,,Yes,,44.59885091,-75.69540632
115,Education,Education,Bruce Mines,Arthur Henderson Annex Public Elementary School,Complete,September 2015,Demolition,Full/Partial demolition of the existing facility,Algoma,Northeast,3 HENDERSON LANE RR 2,P0R1C0,,"$208,787",,Yes,,,,46.302754,-83.781321
116,Education,Education,Burk's Falls,Land of Lakes Senior Public Elementary School,Complete,September 2017,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Parry Sound,Northeast,92 ONTARIO ST,P0A1C0,,"$2,191,130",,Yes,,,,45.61517,-79.40577
117,Education,Education,Burlington,Pauline Johnson Public Elementary School,Complete,September 2014,Expansion of existing school,Minor school addition and renovation to accommodate Full Day Kindergarten students,Halton,Central,4350 Longmoor Dr,L7L 1X7,,0,,Yes,,,,43.365348,-79.76408
118,Education,Education,Burlington,Alton Village Public Elementary School,Complete,September 2016,Expansion of existing school,New classroom addition of 115 pupil places for a growing school,Halton,Central,3290 STEEPLECHASE DR,L7M0W1,,"$2,104,524",,Yes,,,,43.40027551,-79.82719028
119,Education,Education,Burlington,St. Mark Catholic Elementary School,Complete,September 2018,Expansion of existing school,"New classroom addition of 124 pupil places to accommodate students as a result of a consolidation, including 49 child care spaces and of 1 child and family room",Halton,Central,2145 UPPER MIDDLE RD,L7P4G1,,"$3,667,880",,Yes,,,,43.35937,-79.84235
120,Education,Education,Burlington,Nelson Public Secondary School,Complete,January 2022,Expansion of existing school,New classroom addition of 219 pupil places to accommodate students as a result of consolidation,Halton,Central,4181 NEW ST,L7L1T3,,"$15,184,482",,Yes,,,,43.35804,-79.76526
121,Education,Education,Burlington,MM Robinson Public Secondary School,Complete,January 2020,Expansion of existing school,New classroom addition of 147 pupil places to accommodate students as a result of consolidation,Halton,Central,2425 UPPER MIDDLE RD,L7P3N9,,"$6,563,148",,Yes,,Yes,,43.36377,-79.82479
122,Education,Education,Burlington,Assumption Catholic Secondary School,Complete,February 2020,Expansion of existing school,New classroom addition of 84 pupil places for a growing school,Halton,Central,3230 WOODWARD AVE,L7N3P1,,0,,,,Yes,,43.34836,-79.78368
123,Education,Education,Caledon,Tony Pontes Public Elementary School,Complete,January 2019,Construction of new school,"New facility to accommodate 650 students in a growing community, including the construction of 49 child care spaces",Peel,Central,12872 KENNEDY RD,L7C4E1,,"$14,394,925",,Yes,,Yes,,43.76033,-79.83772
124,Education,Education,Caledon,St. Evan Catholic Elementary School,Complete,January 2019,Construction of new school,"New facility to accommodate 504 students in a growing community, including the construction of 39 child care spaces",Peel,Central,500 DOUGALL AVE,L7C4C5,,"$11,386,004",,Yes,,Yes,,43.752173,-79.836145
125,Education,Education,Caledon,Alloa Public Elementary School,Complete,September 2015,New school built,New replacement facility to accommodate 625 students,Peel,Central,12287 MISSISSAUGA RD,L7C1X1,,"$13,187,303",,Yes,,,,43.7017889,-79.87403123
126,Education,Education,Caledon,Caledon Central Public Elementary School,Complete,September 2020,Demolition,Full/Partial demolition of the existing facility,Peel,Central,18357 KENNEDY RD,L7K1Y7,,0,,,,,,43.87111,-79.98329
127,Education,Education,Caledon,Herb Campbell Public Elementary School,Complete,September 2017,Expansion of existing school,New classroom addition of 23 pupil places for a growing school,Peel,Central,3749 KING ST,L7C0T6,,"$1,706,678",,Yes,,,,43.78702,-79.86214
128,Education,Education,Caledon,St. Cornelius Catholic Elementary School,Complete,September 2021,Expansion of existing school,New classroom addition of 184 pupil places for a growing school,Peel,Central,16066 INNIS LAKE RD,L7C2Z2,,"$3,736,881",,Yes,,,,43.87924843,-79.85812867
129,Education,Education,Caledon,Caledon East Public Elementary School,Planning,September 2026,Construction of new school,"New facility to accommodate 650 students in a growing community, including the construction of 73 child care spaces",Peel,Central,TBD,L7C1P6,,"$19,444,231",,Yes,,,,,
130,Education,Education,Cambridge,St. Anne Catholic Elementary School,Complete,September 2016,Expansion of existing school,New classroom addition of 168 pupil places to accommodate students as a result of a consolidation,Waterloo,Southwest,127 ELGIN ST N,N1R5H6,,"$3,405,596",Yes,Yes,,Yes,,43.36548,-80.29944
